Function,sup1,sup2,sup3,sup4,sup5,salary,gender,disabled,race,yearsInPosition,yearsInProfession,age,cred1,cred2,highestDegree,inst1,inst2,inst3,inst4,inst5,instBudget,City,State,Zip,country,Category,instSize,instType
position6,0,0,0,15,3,50000,Man,FALSE,Caucasian,6,6,31,FALSE,FALSE,Master's Degree,4,2,0,180,3,2600000,Omaha,NE,68178,United States,one,7736,Private Institution
position15,0,0,0,65,0,37000,Man,FALSE,Caucasian,2,2,26,FALSE,FALSE,Bachelor's Degree,4,2,0,180,3,2600000,Omaha,NE,68178,United States,one,7736,Private Institution
position1,8,0,1,267,4,80961,Woman,FALSE,Caucasian,3,13,38,FALSE,FALSE,Master's Degree,9,0,1,267,4,1472000,Dayton,OH,45469-1240,United States,one,11159,Private Institution
position3,3,0,0,108,4,62000,Man,FALSE,Caucasian,30,32,56,FALSE,FALSE,Bachelor's Degree,9,0,1,267,4,1472000,Dayton,OH,45469-1240,United States,one,11159,Private Institution
position3,3,0,1,159,0,57000,Man,FALSE,Caucasian,29,31,53,FALSE,FALSE,Master's Degree,9,0,1,267,4,1472000,Dayton,OH,45469-1240,United States,one,11159,Private Institution
position17,0,0,1,49,0,44018,Man,FALSE,Caucasian,9,11,33,FALSE,FALSE,Bachelor's Degree,9,0,1,267,4,1472000,Dayton,OH,45469-1240,United States,one,11159,Private Institution
position6,0,0,0,52,0,41718,Man,FALSE,Caucasian,5,7,30,FALSE,FALSE,Master's Degree,9,0,1,267,4,1472000,Dayton,OH,45469-1240,United States,one,11159,Private Institution
position20,0,0,0,29,0,38968,Woman,FALSE,Caucasian,2,4,27,FALSE,FALSE,Master's Degree,9,0,1,267,4,1472000,Dayton,OH,45469-1240,United States,one,11159,Private Institution
position4,0,0,0,57,0,37730,Woman,FALSE,Caucasian,2,2,26,FALSE,FALSE,Master's Degree,9,0,1,267,4,1472000,Dayton,OH,45469-1240,United States,one,11159,Private Institution
position9,0,0,0,75,0,37230,Man,FALSE,Caucasian,1,3,25,FALSE,FALSE,Master's Degree,9,0,1,267,4,1472000,Dayton,OH,45469-1240,United States,one,11159,Private Institution
position11,0,0,0,4,4,37230,Man,FALSE,Biracial,1,3,26,FALSE,FALSE,Master's Degree,9,0,1,267,4,1472000,Dayton,OH,45469-1240,United States,one,11159,Private Institution
position10,0,0,0,5,0,40500,Woman,FALSE,Caucasian,1,15,38,FALSE,FALSE,Bachelor's Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position5,0,0,0,10,0,49500,Woman,FALSE,Caucasian,4,6,30,FALSE,FALSE,Master's Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position15,1,0,0,10,10,42500,Woman,FALSE,Caucasian,1,4,28,FALSE,FALSE,Bachelor's Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position15,0,0,0,10,10,17000,Woman,FALSE,Caucasian,3,3,40,FALSE,FALSE,Bachelor's Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position8,1,0,0,10,50,63600,Man,FALSE,Caucasian,3,10,35,FALSE,FALSE,Bachelor's Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position8,0,0,0,10,50,46000,Woman,FALSE,Caucasian,3,6,40,FALSE,FALSE,Bachelor's Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position22,1,0,0,3,30,57600,Man,FALSE,Caucasian,3,3,50,FALSE,FALSE,Bachelor's Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position22,0,0,0,0,5,35600,Man,FALSE,Caucasian,1,1,38,FALSE,FALSE,Associate's Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position12,0,0,0,0,20,36000,Man,FALSE,Caucasian,3,3,35,FALSE,FALSE,Bachelor's Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position12,0,0,0,0,20,36400,Woman,FALSE,Caucasian,3,3,32,FALSE,FALSE,Bachelor's Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position26,0,0,0,0,0,80000,Woman,FALSE,Caucasian,3,3,55,FALSE,FALSE,Bachelor's Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position25,3,0,0,2,25,39700,Man,FALSE,Caucasian,3,3,30,FALSE,FALSE,Bachelor's Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position25,0,0,0,0,0,13425,Man,FALSE,Caucasian,3,3,30,FALSE,FALSE,No College Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position25,0,0,0,0,0,14200,Man,FALSE,Caucasian,3,3,26,FALSE,FALSE,No College Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position25,0,0,0,0,0,14000,Man,FALSE,Caucasian,3,3,60,FALSE,FALSE,No College Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position25,0,0,0,0,0,50700,Man,FALSE,Caucasian,3,3,50,FALSE,FALSE,Bachelor's Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position1,30,4,0,172,373,114000,Man,FALSE,Caucasian,3,20,42,FALSE,FALSE,Master's Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position3,18,1,0,147,250,72000,Woman,FALSE,Caucasian,3,12,35,FALSE,FALSE,Master's Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position2,9,3,0,0,89,99000,Woman,FALSE,Caucasian,3,3,50,FALSE,FALSE,Bachelor's Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position13,1,0,0,16,55,59000,Man,FALSE,Caucasian,15,15,55,FALSE,FALSE,Bachelor's Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position13,3,0,0,0,40,93500,Man,TRUE,Caucasian,3,3,50,FALSE,FALSE,Bachelor's Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position15,1,3,0,0,20,83600,Man,FALSE,Caucasian,3,3,47,FALSE,FALSE,Bachelor's Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position17,3,0,0,40,30,56600,Woman,FALSE,Caucasian,2,8,36,FALSE,FALSE,Master's Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position16,5,0,0,58,185,56000,Woman,FALSE,Caucasian,4,8,36,FALSE,FALSE,Master's Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position5,2,1,0,12,1,50000,Woman,FALSE,Caucasian,1,6,32,FALSE,FALSE,Master's Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position12,0,0,0,6,35,36500,Woman,FALSE,Caucasian,6,6,32,FALSE,FALSE,Bachelor's Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position12,2,0,0,20,54,45000,Man,FALSE,Caucasian,3,11,33,FALSE,FALSE,Master's Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position12,0,0,0,1,33,40500,Man,FALSE,African American,2,2,40,FALSE,FALSE,Bachelor's Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position12,0,0,0,5,20,41700,Man,FALSE,Caucasian,12,15,38,FALSE,FALSE,Bachelor's Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position9,0,0,0,25,25,36800,Woman,FALSE,Caucasian,1,4,28,FALSE,FALSE,Master's Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position16,0,0,0,30,60,39000,Man,FALSE,Caucasian,3,6,29,FALSE,FALSE,Master's Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position4,0,0,0,15,30,33000,Man,FALSE,Caucasian,1,4,25,FALSE,FALSE,Master's Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position6,0,0,0,25,35,33000,Woman,FALSE,Caucasian,1,1,25,FALSE,FALSE,Bachelor's Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position17,0,0,0,5,10,33000,Woman,FALSE,Caucasian,1,2,25,FALSE,FALSE,Bachelor's Degree,30,4,0,172,373,17000000,Denver,CO,80208,United States,one,11656,Private Institution
position1,4,2,1,26,0,60552,Woman,FALSE,Caucasian,5,15,42,FALSE,TRUE,Master's Degree,5,2,6,160,25,2900000,Johnson City,TN,37614,United States,one,15133,Public Institution
position15,0,0,1,36,0,39707,Man,FALSE,Caucasian,5,16,37,FALSE,FALSE,Master's Degree,5,2,6,160,25,2900000,Johnson City,TN,37614,United States,one,15133,Public Institution
position9,0,0,3,36,0,38123,Man,FALSE,Caucasian,8,8,32,FALSE,FALSE,Master's Degree,5,2,6,160,25,2900000,Johnson City,TN,37614,United States,one,15133,Public Institution
position20,0,0,0,15,0,38123,Man,FALSE,Caucasian,14,29,52,FALSE,FALSE,Master's Degree,5,2,6,160,25,2900000,Johnson City,TN,37614,United States,one,15133,Public Institution
position6,0,0,1,33,25,34832,Woman,FALSE,Caucasian,6,10,40,FALSE,FALSE,Master's Degree,5,2,6,160,25,2900000,Johnson City,TN,37614,United States,one,15133,Public Institution
position25,0,0,0,31,0,28116,Man,FALSE,African American,13,13,43,FALSE,FALSE,Bachelor's Degree,5,2,6,160,25,2900000,Johnson City,TN,37614,United States,one,15133,Public Institution
position10,0,0,0,11,0,25367,Woman,FALSE,Caucasian,7,11,30,FALSE,FALSE,Bachelor's Degree,5,2,6,160,25,2900000,Johnson City,TN,37614,United States,one,15133,Public Institution
position19,0,0,2,85,0,59998,Woman,FALSE,Caucasian,14,14,43,FALSE,FALSE,Master's Degree,5,2,3,200,1,1900000,Ypsilanti,MI,48197,United States,one,23518,Public Institution
position11,1,0,1,30,0,49201,Man,FALSE,Caucasian,2,10,28,FALSE,FALSE,Master's Degree,5,2,3,200,1,1900000,Ypsilanti,MI,48197,United States,one,23518,Public Institution
position22,0,0,0,20,0,64682,Man,FALSE,African American,8,33,54,FALSE,FALSE,Bachelor's Degree,5,2,3,200,1,1900000,Ypsilanti,MI,48197,United States,one,23518,Public Institution
position22,0,0,0,50,0,35396,Woman,FALSE,Caucasian,28,35,55,FALSE,FALSE,Master's Degree,5,2,3,200,1,1900000,Ypsilanti,MI,48197,United States,one,23518,Public Institution
position4,0,0,0,40,0,45607,Man,TRUE,Caucasian,14,14,59,FALSE,FALSE,Bachelor's Degree,5,2,3,200,1,1900000,Ypsilanti,MI,48197,United States,one,23518,Public Institution
position22,0,0,0,1,0,31387,Woman,FALSE,Caucasian,17,17,46,FALSE,FALSE,Bachelor's Degree,5,2,3,200,1,1900000,Ypsilanti,MI,48197,United States,one,23518,Public Institution
position22,0,0,0,3,0,55490,Woman,FALSE,Caucasian,28,28,54,FALSE,FALSE,Bachelor's Degree,5,2,3,200,1,1900000,Ypsilanti,MI,48197,United States,one,23518,Public Institution
NA,7,0,0,0,1,75039,Man,FALSE,Caucasian,16,32,60,TRUE,FALSE,Master's Degree,5,2,3,200,1,1900000,Ypsilanti,MI,48197,United States,one,23518,Public Institution
NA,2,1,0,0,2,78234,Woman,FALSE,Caucasian,35,NA,62,FALSE,FALSE,NA,4,2,0,80,2,620145,Daytona Beach,FL,32114,United States,one,5120,Private Institution
NA,0,0,0,0,1,49672,Woman,FALSE,African American,10,NA,32,FALSE,FALSE,NA,4,2,0,80,2,620145,Daytona Beach,FL,32114,United States,one,5120,Private Institution
NA,2,0,0,0,0,50000,Man,FALSE,Caucasian,12,NA,49,FALSE,FALSE,NA,4,2,0,80,2,620145,Daytona Beach,FL,32114,United States,one,5120,Private Institution
NA,1,0,0,0,1,49036,Man,FALSE,Caucasian,19,NA,45,FALSE,FALSE,NA,4,2,0,80,2,620145,Daytona Beach,FL,32114,United States,one,5120,Private Institution
NA,0,0,0,0,0,40000,Man,FALSE,Caucasian,0,NA,40,FALSE,FALSE,NA,4,2,0,80,2,620145,Daytona Beach,FL,32114,United States,one,5120,Private Institution
NA,0,0,0,0,0,32916,Man,FALSE,Caucasian,3,NA,26,FALSE,FALSE,NA,4,2,0,80,2,620145,Daytona Beach,FL,32114,United States,one,5120,Private Institution
NA,0,0,0,0,0,28700,Man,FALSE,Caucasian,4,NA,31,FALSE,FALSE,NA,4,2,0,80,2,620145,Daytona Beach,FL,32114,United States,one,5120,Private Institution
NA,1,1,0,0,5,53570,Woman,FALSE,Caucasian,10,NA,35,FALSE,FALSE,NA,4,2,0,80,2,620145,Daytona Beach,FL,32114,United States,one,5120,Private Institution
NA,0,0,0,0,0,38719,Woman,FALSE,Caucasian,2,NA,28,FALSE,FALSE,NA,4,2,0,80,2,620145,Daytona Beach,FL,32114,United States,one,5120,Private Institution
NA,0,0,0,0,0,13500,Man,FALSE,Hispanic,0,NA,23,FALSE,FALSE,NA,4,2,0,80,2,620145,Daytona Beach,FL,32114,United States,one,5120,Private Institution
NA,0,0,0,0,0,13500,Man,FALSE,African American,0,NA,22,FALSE,FALSE,NA,4,2,0,80,2,620145,Daytona Beach,FL,32114,United States,one,5120,Private Institution
NA,0,0,0,0,0,13500,Man,FALSE,Caucasian,0,NA,24,FALSE,FALSE,NA,4,2,0,80,2,620145,Daytona Beach,FL,32114,United States,one,5120,Private Institution
NA,0,0,0,0,0,13500,Woman,FALSE,Caucasian,0,NA,23,FALSE,FALSE,NA,4,2,0,80,2,620145,Daytona Beach,FL,32114,United States,one,5120,Private Institution
position1,1,0,1,54,0,50000,Man,FALSE,Caucasian,4,26,54,FALSE,FALSE,Master's Degree,2,0,1,54,0,245000,Emporia,KS,66801,United States,one,5867,Public Institution
position13,0,0,1,54,0,35000,Woman,FALSE,Caucasian,4,4,27,FALSE,FALSE,Master's Degree,2,0,1,54,0,245000,Emporia,KS,66801,United States,one,5867,Public Institution
position1,5,3,7,200,0,71622,Man,FALSE,Caucasian,15,37,59,TRUE,TRUE,Master's Degree,6,3,7,200,5,2124084,Miami,FL,33199,United States,one,46171,Public Institution
position3,2,3,0,200,0,52510,Man,FALSE,Hispanic,14,14,52,FALSE,FALSE,Bachelor's Degree,6,3,7,200,5,2124084,Miami,FL,33199,United States,one,46171,Public Institution
position9,0,0,2,30,0,46000,Man,FALSE,Caucasian,1,9,32,FALSE,FALSE,Master's Degree,6,3,7,200,5,2124084,Miami,FL,33199,United States,one,46171,Public Institution
position6,0,0,2,40,5,42208,Woman,FALSE,Biracial,4,8,31,FALSE,FALSE,Master's Degree,6,3,7,200,5,2124084,Miami,FL,33199,United States,one,46171,Public Institution
position15,0,3,2,130,0,44000,Man,FALSE,African American,2,4,28,FALSE,FALSE,Master's Degree,6,3,7,200,5,2124084,Miami,FL,33199,United States,one,46171,Public Institution
position17,0,0,0,0,0,36237,Woman,FALSE,Hispanic,2,4,34,FALSE,FALSE,Master's Degree,6,3,7,200,5,2124084,Miami,FL,33199,United States,one,46171,Public Institution
position25,0,1,0,0,0,34134,Man,FALSE,Hispanic,9,NA,55,FALSE,FALSE,No College Degree,6,3,7,200,5,2124084,Miami,FL,33199,United States,one,46171,Public Institution
position15,0,0,0,0,0,29259,Man,FALSE,Hispanic,9,NA,52,FALSE,FALSE,No College Degree,6,3,7,200,5,2124084,Miami,FL,33199,United States,one,46171,Public Institution
position15,0,0,0,0,0,30091,Woman,FALSE,Hispanic,9,NA,56,FALSE,FALSE,No College Degree,6,3,7,200,5,2124084,Miami,FL,33199,United States,one,46171,Public Institution
position1,4,0,0,0,0,62300,Woman,FALSE,Caucasian,16,22,46,FALSE,FALSE,Master's Degree,6,0,0,87,1,350000,Lakeland,FL,33801-5698,United States,one,2455,Private Institution
position3,1,0,0,4,0,44000,Woman,FALSE,Caucasian,5,4,29,FALSE,FALSE,Master's Degree,6,0,0,87,1,350000,Lakeland,FL,33801-5698,United States,one,2455,Private Institution
position17,0,1,0,14,0,29370,Woman,FALSE,Caucasian,5,11,64,FALSE,FALSE,Bachelor's Degree,6,0,0,87,1,350000,Lakeland,FL,33801-5698,United States,one,2455,Private Institution
position6,0,0,0,22,4,36000,Woman,FALSE,Caucasian,2,5,26,FALSE,FALSE,Master's Degree,6,0,0,87,1,350000,Lakeland,FL,33801-5698,United States,one,2455,Private Institution
position4,0,0,0,35,0,36000,Woman,FALSE,Caucasian,1,6,25,FALSE,FALSE,Bachelor's Degree,6,0,0,87,1,350000,Lakeland,FL,33801-5698,United States,one,2455,Private Institution
position9,0,0,0,25,0,35000,Man,FALSE,Caucasian,NA,6,25,FALSE,FALSE,Master's Degree,6,0,0,87,1,350000,Lakeland,FL,33801-5698,United States,one,2455,Private Institution
position1,20,23,5,607,0,92365,Man,FALSE,Caucasian,3,19,45,TRUE,FALSE,Master's Degree,21,23,5,607,11,6500000,Tallahassee,FL,32306-4290,United States,one,40695,Public Institution
position2,10,16,5,350,0,69020,Woman,FALSE,Caucasian,20,20,60,FALSE,TRUE,Master's Degree,21,23,5,607,11,6500000,Tallahassee,FL,32306-4290,United States,one,40695,Public Institution
position3,6,6,0,248,0,63945,Man,FALSE,Caucasian,1,18,37,FALSE,FALSE,Master's Degree,21,23,5,607,11,6500000,Tallahassee,FL,32306-4290,United States,one,40695,Public Institution
position5,0,0,0,9,0,39991,Woman,FALSE,Caucasian,2,6,28,FALSE,FALSE,Master's Degree,21,23,5,607,11,6500000,Tallahassee,FL,32306-4290,United States,one,40695,Public Institution
position10,0,1,0,0,0,40031,Woman,FALSE,Caucasian,2,2,28,FALSE,FALSE,Bachelor's Degree,21,23,5,607,11,6500000,Tallahassee,FL,32306-4290,United States,one,40695,Public Institution
position6,2,0,0,89,2,47545,Woman,FALSE,Other,18,18,42,FALSE,FALSE,Bachelor's Degree,21,23,5,607,11,6500000,Tallahassee,FL,32306-4290,United States,one,40695,Public Institution
position15,1,0,1,22,0,44660,Man,FALSE,Caucasian,2,12,33,FALSE,FALSE,Master's Degree,21,23,5,607,11,6500000,Tallahassee,FL,32306-4290,United States,one,40695,Public Institution
position9,2,0,4,242,0,43645,Man,FALSE,Caucasian,1,8,29,FALSE,FALSE,Master's Degree,21,23,5,607,11,6500000,Tallahassee,FL,32306-4290,United States,one,40695,Public Institution
position15,0,2,0,93,0,43645,Man,FALSE,African American,1,6,32,FALSE,FALSE,Master's Degree,21,23,5,607,11,6500000,Tallahassee,FL,32306-4290,United States,one,40695,Public Institution
position15,1,2,0,65,0,43645,Woman,FALSE,Caucasian,2,7,30,FALSE,FALSE,Master's Degree,21,23,5,607,11,6500000,Tallahassee,FL,32306-4290,United States,one,40695,Public Institution
position4,1,0,0,56,0,44660,Woman,FALSE,Caucasian,2,14,35,FALSE,FALSE,Master's Degree,21,23,5,607,11,6500000,Tallahassee,FL,32306-4290,United States,one,40695,Public Institution
position27,1,0,0,21,9,44660,Man,FALSE,Caucasian,1,11,35,FALSE,FALSE,Master's Degree,21,23,5,607,11,6500000,Tallahassee,FL,32306-4290,United States,one,40695,Public Institution
position6,0,0,0,25,0,36540,Man,FALSE,African American,0,6,28,FALSE,FALSE,Bachelor's Degree,21,23,5,607,11,6500000,Tallahassee,FL,32306-4290,United States,one,40695,Public Institution
position6,0,0,0,64,0,37961,Man,FALSE,Caucasian,2,2,29,FALSE,FALSE,Master's Degree,21,23,5,607,11,6500000,Tallahassee,FL,32306-4290,United States,one,40695,Public Institution
position7,0,0,0,12,0,37961,Woman,FALSE,Caucasian,2,2,32,FALSE,FALSE,Master's Degree,21,23,5,607,11,6500000,Tallahassee,FL,32306-4290,United States,one,40695,Public Institution
position11,0,0,0,6,0,37000,Man,FALSE,Hispanic,0,5,25,FALSE,FALSE,Master's Degree,21,23,5,607,11,6500000,Tallahassee,FL,32306-4290,United States,one,40695,Public Institution
position9,0,0,0,214,0,37961,Man,FALSE,Caucasian,1,6,27,FALSE,FALSE,Master's Degree,21,23,5,607,11,6500000,Tallahassee,FL,32306-4290,United States,one,40695,Public Institution
position9,0,0,0,214,0,37961,Man,FALSE,Hispanic,1,6,27,FALSE,FALSE,Master's Degree,21,23,5,607,11,6500000,Tallahassee,FL,32306-4290,United States,one,40695,Public Institution
position15,0,0,0,56,0,38976,Woman,FALSE,Caucasian,3,5,28,FALSE,FALSE,Master's Degree,21,23,5,607,11,6500000,Tallahassee,FL,32306-4290,United States,one,40695,Public Institution
position20,0,0,0,9,0,37961,Man,FALSE,Caucasian,1,9,31,FALSE,FALSE,Bachelor's Degree,21,23,5,607,11,6500000,Tallahassee,FL,32306-4290,United States,one,40695,Public Institution
position15,0,16,0,0,0,43747,Man,FALSE,Caucasian,21,21,52,FALSE,FALSE,No College Degree,21,23,5,607,11,6500000,Tallahassee,FL,32306-4290,United States,one,40695,Public Institution
position10,0,1,0,1,0,39493,Woman,FALSE,African American,6,18,57,FALSE,FALSE,Bachelor's Degree,21,23,5,607,11,6500000,Tallahassee,FL,32306-4290,United States,one,40695,Public Institution
position10,0,0,0,0,0,33335,Woman,FALSE,Caucasian,8,8,57,FALSE,FALSE,No College Degree,21,23,5,607,11,6500000,Tallahassee,FL,32306-4290,United States,one,40695,Public Institution
position10,0,0,0,0,0,26390,Man,FALSE,Caucasian,1,1,26,FALSE,FALSE,Bachelor's Degree,21,23,5,607,11,6500000,Tallahassee,FL,32306-4290,United States,one,40695,Public Institution
position17,0,0,0,14,0,27811,Woman,FALSE,Caucasian,1,4,25,FALSE,FALSE,Bachelor's Degree,21,23,5,607,11,6500000,Tallahassee,FL,32306-4290,United States,one,40695,Public Institution
position25,0,8,0,0,0,39087,Man,FALSE,Caucasian,1,18,48,FALSE,FALSE,Bachelor's Degree,21,23,5,607,11,6500000,Tallahassee,FL,32306-4290,United States,one,40695,Public Institution
position25,0,6,0,0,0,34149,Man,FALSE,Caucasian,7,7,62,FALSE,FALSE,Associate's Degree,21,23,5,607,11,6500000,Tallahassee,FL,32306-4290,United States,one,40695,Public Institution
position25,0,0,0,0,0,32784,Man,FALSE,Caucasian,4,5,58,FALSE,FALSE,No College Degree,21,23,5,607,11,6500000,Tallahassee,FL,32306-4290,United States,one,40695,Public Institution
position25,0,0,0,0,0,27811,Man,FALSE,Caucasian,1,3,62,FALSE,FALSE,No College Degree,21,23,5,607,11,6500000,Tallahassee,FL,32306-4290,United States,one,40695,Public Institution
position25,0,0,0,0,0,32000,Man,FALSE,Caucasian,0,0,42,FALSE,FALSE,No College Degree,21,23,5,607,11,6500000,Tallahassee,FL,32306-4290,United States,one,40695,Public Institution
position25,0,0,0,0,0,34138,Man,FALSE,Caucasian,2,13,56,FALSE,FALSE,No College Degree,21,23,5,607,11,6500000,Tallahassee,FL,32306-4290,United States,one,40695,Public Institution
position25,0,1,0,0,0,36718,Man,FALSE,Caucasian,6,43,61,FALSE,FALSE,No College Degree,21,23,5,607,11,6500000,Tallahassee,FL,32306-4290,United States,one,40695,Public Institution
